Level,Skill,Subskill,Value,LevelKey,Discipline,Role
8,Design,STAAD Analysis / Design,2,L8,CSA,Engineer
8,Design,RISA 3D Analysis / Design,2,L8,CSA,Engineer
8,Design,RISA Foundation,2,L8,CSA,Engineer
8,Design,RAM Connection,2,L8,CSA,Engineer
8,Design,RISA Connection,2,L8,CSA,Engineer
8,Design,Found 3D/ Mat 3D,2,L8,CSA,Engineer
8,Modelling,PDS Modeling,NA,L8,CSA,Engineer
8,Modelling,TEKLA Modeling,1,L8,CSA,Engineer
8,Modelling,E3D Modeling,NA,L8,CSA,Engineer
8,Modelling,SP3D Modeling,NA,L8,CSA,Engineer
8,Modelling,LFM Software With Microstation,NA,L8,CSA,Engineer
8,Modelling,LFM with Tekla,NA,L8,CSA,Engineer
8,Softwares,Bentley Inroads,NA,L8,CSA,Engineer
8,Softwares,Bentley Openrail,NA,L8,CSA,Engineer
8,Softwares,AutoCAD,1,L8,CSA,Engineer
8,Softwares,MicroStation,NA,L8,CSA,Engineer
8,Softwares,Civil 3D,1,L8,CSA,Engineer
8,Softwares,HYDROLICS CALCS FOR SWD,1,L8,CSA,Engineer
8,Softwares,Revit Modeling and Drawing Creation,NA,L8,CSA,Engineer
9,Drawings,Review of Soil investigation Report,2,L9,CSA,Engineer
9,Drawings,Steel Structure Drawings,2,L9,CSA,Engineer
9,Drawings,Concrete Drawings,2,L9,CSA,Engineer
9,Drawings,General Civil work,2,L9,CSA,Engineer
9,Drawings,Architectural Drawings,2,L9,CSA,Engineer
9,Drawings,Shop Drawings,2,L9,CSA,Engineer
9,Drawings,Bar Bending Schedule,2,L9,CSA,Engineer
9,Drawings,Steel / Concrete MTO,2,L9,CSA,Engineer
9,Design,STAAD Analysis / Design,2,L9,CSA,Engineer
9,Design,RISA 3D Analysis / Design,2,L9,CSA,Engineer
9,Design,RISA Foundation,2,L9,CSA,Engineer
9,Design,RAM Connection,2,L9,CSA,Engineer
9,Design,RISA Connection,2,L9,CSA,Engineer
9,Design,Found 3D/ Mat 3D,2,L9,CSA,Engineer
9,Modelling,PDS Modeling,NA,L9,CSA,Engineer
9,Modelling,TEKLA Modeling,1,L9,CSA,Engineer
9,Modelling,E3D Modeling,NA,L9,CSA,Engineer
9,Modelling,SP3D Modeling,NA,L9,CSA,Engineer
9,Modelling,LFM Software With Microstation,1,L9,CSA,Engineer
9,Modelling,LFM with Tekla,1,L9,CSA,Engineer
9,Softwares,Bentley Inroads,NA,L9,CSA,Engineer
9,Softwares,Bentley Openrail,NA,L9,CSA,Engineer
9,Softwares,AutoCAD,1,L9,CSA,Engineer
9,Softwares,MicroStation,1,L9,CSA,Engineer
9,Softwares,Civil 3D,2,L9,CSA,Engineer
9,Softwares,HYDROLICS CALCS FOR SWD,2,L9,CSA,Engineer
9,Softwares,Revit Modeling and Drawing Creation,1,L9,CSA,Engineer
10,Drawings,Review of Soil investigation Report,2,L10,CSA,Engineer
10,Drawings,Steel Structure Drawings,3,L10,CSA,Engineer
10,Drawings,Concrete Drawings,3,L10,CSA,Engineer
10,Drawings,General Civil work,3,L10,CSA,Engineer
10,Drawings,Architectural Drawings,2,L10,CSA,Engineer
10,Drawings,Shop Drawings,2,L10,CSA,Engineer
10,Drawings,Bar Bending Schedule,2,L10,CSA,Engineer
10,Drawings,Steel / Concrete MTO,2,L10,CSA,Engineer
10,Design,STAAD Analysis / Design,3,L10,CSA,Engineer
10,Design,RISA 3D Analysis / Design,3,L10,CSA,Engineer
10,Design,RISA Foundation,3,L10,CSA,Engineer
10,Design,RAM Connection,3,L10,CSA,Engineer
10,Design,RISA Connection,3,L10,CSA,Engineer
10,Design,Found 3D/ Mat 3D,3,L10,CSA,Engineer
10,Modelling,PDS Modeling,NA,L10,CSA,Engineer
10,Modelling,TEKLA Modeling,1,L10,CSA,Engineer
10,Modelling,E3D Modeling,NA,L10,CSA,Engineer
10,Modelling,SP3D Modeling,NA,L10,CSA,Engineer
10,Modelling,LFM Software With Microstation,1,L10,CSA,Engineer
10,Modelling,LFM with Tekla,1,L10,CSA,Engineer
10,Softwares,Bentley Inroads,NA,L10,CSA,Engineer
10,Softwares,Bentley Openrail,NA,L10,CSA,Engineer
10,Softwares,AutoCAD,2,L10,CSA,Engineer
10,Softwares,MicroStation,1,L10,CSA,Engineer
10,Softwares,Civil 3D,2,L10,CSA,Engineer
10,Softwares,HYDROLICS CALCS FOR SWD,2,L10,CSA,Engineer
10,Softwares,Revit Modeling and Drawing Creation,1,L10,CSA,Engineer
11,Drawings,Review of Soil investigation Report,3,L11,CSA,Engineer
11,Drawings,Steel Structure Drawings,3,L11,CSA,Engineer
11,Drawings,Concrete Drawings,3,L11,CSA,Engineer
11,Drawings,General Civil work,3,L11,CSA,Engineer
11,Drawings,Architectural Drawings,3,L11,CSA,Engineer
11,Drawings,Shop Drawings,3,L11,CSA,Engineer
11,Drawings,Bar Bending Schedule,3,L11,CSA,Engineer
11,Drawings,Steel / Concrete MTO,3,L11,CSA,Engineer
11,Design,STAAD Analysis / Design,3,L11,CSA,Engineer
11,Design,RISA 3D Analysis / Design,3,L11,CSA,Engineer
11,Design,RISA Foundation,3,L11,CSA,Engineer
11,Design,RAM Connection,3,L11,CSA,Engineer
11,Design,RISA Connection,3,L11,CSA,Engineer
11,Design,Found 3D/ Mat 3D,3,L11,CSA,Engineer
11,Modelling,PDS Modeling,NA,L11,CSA,Engineer
11,Modelling,TEKLA Modeling,1,L11,CSA,Engineer
11,Modelling,E3D Modeling,NA,L11,CSA,Engineer
11,Modelling,SP3D Modeling,NA,L11,CSA,Engineer
11,Modelling,LFM Software With Microstation,1,L11,CSA,Engineer
11,Modelling,LFM with Tekla,1,L11,CSA,Engineer
11,Softwares,Bentley Inroads,NA,L11,CSA,Engineer
11,Softwares,Bentley Openrail,NA,L11,CSA,Engineer
11,Softwares,AutoCAD,2,L11,CSA,Engineer
11,Softwares,MicroStation,1,L11,CSA,Engineer
11,Softwares,Civil 3D,2,L11,CSA,Engineer
